"","X","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res"
"790",841,"139",8,12,"br","Maibach","Friedberg","Hessen","j","j","j","j",NA,"detected","","",469589.428661093,5580813.99160294,"detected"
"791",842,"139",8,14,"dr","Langenhain-Ziegenberg","Friedberg","Hessen","j","j","j","j",NA,"detected","","",474153.978945324,5579288.59652901,"detected"
"792",843,"139",8,17,"br","Wernborn","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",469450.274312879,5578880.00371521,"detected"
"793",847,"139",9,5,"cu","Wölfersheim","Friedberg","Hessen",NA,NA,"j","j",NA,"detected","","",486979.687004842,5583055.39513357,"detected"
"794",848,"139",9,9,"br","Södel","Friedberg","Hessen","j","j","j","j",NA,"detected","","",486047.299811426,5582546.28727789,"detected"
"795",851,"139",9,18,"d","Schwalheim","Friedberg","Hessen","j",NA,NA,NA,NA,"detected","","",483104.776599131,5578140.52157774,"detected"
"796",854,"139",9,24,"dr","Bauernheim","Friedberg","Hessen","j","j","j","j",NA,"detected","","",486144.671249429,5576297.02541937,"detected"
"797",856,"139",10,8,"al","Bisses","Büdingen","Hessen",NA,"j",NA,NA,NA,"detected","","",493077.175296209,5582699.19408556,"detected"
"798",857,"139",10,12,"ab","Gettenau","Büdingen","Hessen","j","j","j","j",NA,"detected","","",491546.494709167,5581111.37066171,"detected"
"799",859,"139",10,12,"d","Bingenheim","Büdingen","Hessen","j","j","j","j",NA,"detected","","",492554.437169187,5579942.33938217,"detected"
"800",860,"139",10,16,"a","Weckesheim","Friedberg","Hessen","j",NA,NA,NA,NA,"detected","","",488918.336629111,5578892.38213189,"detected"
"801",862,"139",10,19,"ab","Dauernheim","Büdingen","Hessen","j","j","j","j",NA,"detected","","",497048.301458215,5579048.38991043,"detected"
"802",863,"139",10,20,"co","Ranstadt","Büdingen","Hessen","j","j","j","j",NA,"detected","","",499018.370258662,5578502.81926608,"detected"
"803",864,"139",10,21,"c","Dorn-Assenheim","Friedberg","Hessen","j","j","j","j",NA,"detected","","",488727.819455266,5576268.65950434,"detected"
"804",865,"139",11,1,"a","Nidda","Büdingen","Hessen","j","j","j","j",NA,"detected","","",500831.40474995,5583884.48348353,"detected"
"805",868,"139",11,6,"ad","Wallernhausen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",501158.613311644,5582372.33012759,"detected"
"806",869,"139",11,17,"dl","Ortenberg","Büdingen","Hessen","j","j","j","j",NA,"detected","","",503983.692718894,5578148.41468555,"detected"
"807",870,"139",11,19,"au","Usenborn","Büdingen","Hessen","j","j","j","j",NA,"detected","","",508222.632696928,5578698.14150869,"detected"
"808",871,"139",11,20,"dl","Bindsachsen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",511866.383543542,5577859.99868992,"detected"
"809",875,"139",12,4,"c","Kirchbracht","Gelnhausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",519707.103719535,5583354.08335917,"detected"
"810",876,"139",12,6,"du","Wenings","Büdingen","Hessen","j","j",NA,"j",NA,"detected","","",513983.895960194,5581501.15800521,"detected"
"811",879,"139",12,15,"ab","Oberreichenbach","Gelnhausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",523228.446533525,5580955.48082618,"detected"
"812",880,"139",12,15,"cd","Unterreichenbach","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",523013.211931827,5579764.76873066,"detected"
"813",882,"139",12,22,"a","Kefenrod","Büdingen","Hessen","j","j","j","j",NA,"detected","","",515162.647263023,5577023.35421542,"detected"
"814",883,"139",12,23,"ar","Hitzkirchen","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",518031.045711015,5576754.3641215,"detected"
"815",885,"139",13,13,"bo","Treisberg","Usingen","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",459842.676473269,5571671.95053219,"detected"
"816",887,"139",13,21,"do","Niederems","Usingen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",454476.486542662,5567222.94092108,"detected"
"817",888,"139",14,4,"al","Pfaffenwiesbach","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",471949.434491,5575319.08285986,"detected"
"818",889,"139",14,6,"b","Westerfeld","Usingen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",466201.588981394,5573617.99753669,"detected"
"819",891,"139",14,20,"ac","Köppern","Obertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",474896.398606591,5569344.38163293,"detected"
"820",892,"139",15,2,"ab","Ockstadt","Friedberg","Hessen","j","j","j","j",NA,"detected","","",480121.873769379,5575660.17071344,"detected"
"821",894,"139",15,9,"dl","Bruchenbrücken","Friedberg","Hessen","j","j","j","j",NA,"detected","","",485272.579512395,5572329.8430884,"detected"
"822",895,"139",15,15,"ao","Assenheim","Friedberg","Hessen","j","j","j","j",NA,"detected","","",486809.013957662,5571591.9386704,"detected"
"823",897,"139",15,24,"bd","Burg-Gräfenrode","Friedberg","Hessen","j","j","j","j",NA,"detected","","",485522.798787033,5567459.00224609,"detected"
"824",899,"139",16,3,"a","Staden","Friedberg","Hessen","j","j",NA,NA,NA,"detected","","",493722.442527877,5575415.33192211,"detected"
"825",901,"139",16,16,"dr","Erbstadt","Hanau","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",490329.232010952,5568593.33268391,"detected"
"826",902,"139",16,18,"ao","Engelthal","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",493410.702698683,5570834.65412914,"detected"
"827",904,"139",16,19,"ac","Oberau","Büdingen","Hessen","j","j","j","j",NA,"detected","","",496479.83800099,5569141.64146715,"detected"
"828",905,"139",16,20,"dl","Hainchen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",499686.433088222,5568629.01044644,"detected"
"829",906,"139",16,21,"cl","Kaichen","Friedberg","Hessen","j","j","j","j",NA,"detected","","",488394.310020431,5566940.4776642,"detected"
"830",907,"139",16,24,"br","Rommelhausen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",497818.891945298,5567673.21778175,"detected"
"831",909,"139",17,2,"ar","Bleichenbach","Büdingen","Hessen","j","j","j","j",NA,"detected","","",503423.655020922,5575134.74155525,"detected"
"832",911,"139",17,8,"ad","Wolf","Büdingen","Hessen","j","j","j","j",NA,"detected","","",506244.852091394,5572969.0943918,"detected"
"833",912,"139",17,11,"bd","Düdelsheim","Büdingen","Hessen","j","j","j","j",NA,"detected","","",501403.257051175,5571153.19942208,"detected"
"834",913,"139",17,12,"br","Büches","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",505142.588643845,5571477.9583117,"detected"
"835",914,"139",17,12,"dr","Orleshausen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",504830.11102294,5570465.83331076,"detected"
"837",916,"139",17,18,"dl","Lorbach","Büdingen","Hessen","j","j",NA,NA,NA,"detected","","",506684.46590364,5568799.99397965,"detected"
"838",918,"139",17,21,"d","Eckartshausen","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",501618.231711868,5566950.28439168,"detected"
"839",919,"139",17,23,"bd","Vonhausen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",507370.688818465,5567288.72043767,"detected"
"840",921,"139",18,1,"al","Michelau","Büdingen","Hessen","j",NA,NA,NA,NA,"detected","","",511822.589979419,5575169.06409149,"detected"
"841",922,"139",18,1,"b","Wolferborn","Gelnhausen","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",513679.949438691,5575318.08317666,"detected"
"842",923,"139",18,3,"ad","Streitberg","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",518287.691638891,5574553.64071649,"detected"
"843",924,"139",18,6,"bo","Rinderbügen","Büdingen","Hessen","j",NA,NA,NA,NA,"detected","","",513228.782876678,5573571.23316852,"detected"
"844",925,"139",18,13,"d","Wittgenborn","Gelnhausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",518844.344853358,5570152.40390974,"detected"
"845",926,"139",18,21,"bl","Breitenborn","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",518505.375883201,5556986.31198136,"detected"
"846",927,"139",19,3,"bd","Niederreifenberg","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",459107.619545236,5565939.8862542,"detected"
"847",928,"139",19,7,"au","Kröftel","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",455647.188137531,5563988.35937747,"detected"
"848",929,"139",19,20,"cl","Falkenstein","Obertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",462781.361747563,5560030.75592443,"detected"
"849",930,"139",20,8,"al","Oberstedten","Obertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",469649.342907793,5563923.35825348,"detected"
"850",932,"139",20,18,"bo","Bommersheim","Obertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",470651.077076481,5560604.22757485,"detected"
"851",933,"139",21,2,"ar","Petterweil","Friedberg","Hessen","j","j","j","j",NA,"detected","","",479670.478058093,5565576.81614062,"detected"
"852",934,"139",21,3,"bo","Okarben","Friedberg","Hessen","j","j","j","j",NA,"detected","","",482660.980176563,5566411.26432615,"detected"
"853",935,"139",21,3,"dr","Groß Karben","Friedberg","Hessen","j","j","j","j",NA,"detected","","",483726.289345378,5565062.49379131,"detected"
"854",939,"139",21,13,"cd","Dortelweil","Friedberg","Hessen","j","j","j","j",NA,"detected","","",482260.263888343,5561698.13037902,"detected"
"855",940,"139",21,14,"ab","Rendel","Friedberg","Hessen","j","j","j","j",NA,"detected","","",485024.122325814,5562501.31631642,"detected"
"856",944,"139",21,20,"a","Oberdorfelden","Hanau","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",487402.580401333,5560571.58145301,"detected"
"857",945,"139",22,1,"d","Heldenbergen","Friedberg","Hessen","j","j","j","j",NA,"detected","","",490372.792979099,5565101.89488006,"detected"
"858",946,"139",22,10,"c","Marköbel","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",498908.548933937,5563303.14545687,"detected"
"859",947,"139",22,18,"bd","Niederissigheim","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",494789.484265271,5560303.49167122,"detected"
"860",948,"139",22,21,"du","Wachenbuchen","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",489644.46830139,5557286.68884077,"detected"
"861",949,"139",22,25,"cl","Langendiebach","Hanau","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",498478.664985607,5556776.49857525,"detected"
"862",952,"139",23,5,"dl","Gettenbach","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",511053.759913555,5564960.12371437,"detected"
"863",953,"139",23,7,"ao","Altwiedermus","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",503737.009791845,5564772.0414337,"detected"
"864",954,"139",23,19,"al","Rothenbergen","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",508007.671123781,5560851.7884444,"detected"
"865",955,"139",23,22,"al","Langenselbold","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",502592.070164186,5558066.6908369,"detected"
"866",956,"139",24,8,"do","Wirtheim","Gelnhausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",518640.104644173,5563380.17521379,"detected"
"867",957,"139",24,22,"c","Geislitz","Gelnhausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",515275.011827681,5557709.91818478,"detected"
"868",958,"139",24,24,"a","Lanzingen","Gelnhausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",520085.360886142,5558470.84932083,"detected"
"870",961,"139",25,6,"d","Bremthal","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",454081.164477061,5554438.87255513,"detected"
"871",962,"139",25,13,"cr","Lorsbach","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",458627.642282235,5551866.47292316,"detected"
"872",963,"139",25,15,"co","Niederhofheim","Main-Taunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",462349.123082563,5552394.8838221,"detected"
"874",966,"139",26,7,"br","Eschborn","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",469423.108643769,5554328.85239638,"detected"
"875",970,"139",27,14,"bo","Rumpenheim","Offenbach","Hessen","j",NA,NA,NA,NA,"detected","","",485598.216958738,5553159.89010216,"detected"
"876",976,"139",29,6,"b","Niederrodenbach","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",501907.91266744,5554297.14142014,"detected"
"877",977,"139",29,9,"c","Somborn","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",508031.744291654,5554347.32256912,"detected"
"878",984,"139",31,2,"al","Breckenheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",455024.098314441,5547603.5633265,"detected"
"879",985,"139",31,6,"a","Nordenstadt","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",452992.054532755,5545986.50707193,"detected"
"881",987,"139",31,11,"bo","Delkenheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",454292.332658237,5544029.36592185,"detected"
"882",989,"139",31,19,"cu","Raunheim","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",460788.99932102,5540453.086988,"detected"
"883",992,"139",32,1,"dr","Kelsterbach","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",466473.979036214,5545562.54567726,"detected"
"884",993,"139",32,23,"cl","Walldorf","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",469291.917909188,5538929.92064359,"detected"
"885",994,"139",33,21,"bo","Sprendlingen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",478192.072486955,5540520.7575275,"detected"
"886",995,"139",33,22,"cu","Dreieichenhain","Offenbach","Hessen","j","j","j",NA,NA,"detected","","",479561.285426553,5538858.68533291,"detected"
"887",996,"139",33,24,"ac","Dietzenbach","Offenbach","Hessen","j","j","j","j",NA,"detected","","",484021.332319076,5539688.54367432,"detected"
"888",1000,"139",34,8,"dr","Froschhausen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",495332.610659709,5544714.56363827,"detected"
"889",1001,"139",34,11,"bl","Rembrücken","Offenbach","Hessen","j","j","j","j",NA,"detected","","",489468.253229014,5543966.82966565,"detected"
"890",1002,"139",34,14,"bd","Seligenstadt","Offenbach","Hessen","j","j","j","j",NA,"detected","","",498138.376543691,5543578.75906775,"detected"
"891",1003,"139",34,17,"ad","Jügesheim","Offenbach","Hessen","j","j","j","j",NA,"detected","","",491254.098692322,5541484.1755303,"detected"
"892",1004,"139",34,25,"ar","Zellhausen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",499491.353770311,5540632.05231629,"detected"
"893",1006,"139",35,16,"bo","Mainflingen","Offenbach","Hessen","j",NA,NA,NA,NA,"detected","","",501862.11072157,5542177.82420915,"detected"
"894",1012,"140",1,1,"co","Grebenhain","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",523877.497384351,5593067.49079867,"detected"
"895",1015,"140",1,13,"al","Gunzenau","Lauterbach","Hessen","j","j",NA,NA,NA,"detected","","",528612.434712052,5589844.14310686,"detected"
"896",1017,"140",1,19,"cl","Reinhards","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",531606.213889604,5587759.62043121,"detected"
"897",1018,"140",1,23,"cl","Freiensteinau","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",528590.924768231,5585952.17229339,"detected"
"898",1019,"140",2,24,"bu","Mittelkalbach","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",545548.492654194,5585837.70779375,"detected"
"899",1020,"140",3,1,"b","Eichenzell","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",549517.18347774,5593668.66790043,"detected"
"900",1021,"140",3,7,"bl","Welkers","Fulda","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",551104.785997723,5592349.39952627,"detected"
"901",1022,"140",3,15,"c","Hettenhausen","Fulda","Hessen-Nassau","j","j","j",NA,NA,"detected","","",557747.221512318,5589026.26267048,"detected"
"902",1023,"140",3,25,"cr","Dalherda","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",558573.125177222,5585621.39130078,"detected"
"903",1025,"140",4,13,"dr","Sandberg","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",566830.811249628,5589978.70906046,"detected"
"904",1026,"140",4,23,"a","Rengersfeld","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",564890.189947695,5586718.34122232,"detected"
"905",1028,"140",7,8,"bd","Ürzell","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",530722.713534993,5582161.25684498,"detected"
"906",1029,"140",7,17,"dr","Sarrod","Schlüchtern","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",528335.996772283,5577844.70141641,"detected"
"907",1030,"140",8,1,"dr","Höf und Haid","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",537665.628847193,5583484.93044372,"detected"
"908",1031,"140",8,10,"a","Eichenried","Fulda","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",546277.746137879,5582875.01826992,"detected"
"909",1032,"140",8,17,"bl","Elm","Schlüchtern","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",539654.053737739,5578951.51262165,"detected"
"910",1033,"140",8,22,"b","Herolz","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",539480.564270825,5577415.70216904,"detected"
"911",1034,"140",8,23,"do","Vollmerz","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",542482.695802962,5576593.84090965,"detected"
"912",1036,"140",9,22,"cu","Oberzell","Schlüchtern","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",550680.727690804,5575876.43200852,"detected"
"913",1038,"140",13,14,"ad","Seidenroth","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",532371.521355386,5570584.61905326,"detected"
"914",1039,"140",13,18,"dl","Alsberg","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",530573.618347801,5568561.36096613,"detected"
"915",1041,"140",14,8,"bd","Weiperz","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",542291.906599752,5572856.10221815,"detected"
"916",1042,"140",14,18,"dr","Neuengronau","Schlüchtern","Hessen-Nassau","j","j","j",NA,NA,"detected","","",543036.643378065,5568836.78836731,"detected"
"917",1044,"140",15,6,"a","Weichersbach","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",547599.974149693,5573368.12974822,"detected"
"918",1045,"140",15,6,"cu","Schwarzenfels","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",548259.259124528,5572128.67015964,"detected"
"919",1046,"140",15,7,"br","Züntersbach","Schlüchtern","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",551971.104400463,5573487.01905421,"detected"
"920",1048,"140",19,5,"co","Mernes","Gelnhausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",534071.904182946,5565391.40899166,"detected"
"921",1051,"140",25,13,"ao","Flörsbach","Gelnhausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",529740.011165911,5553189.98116207,"detected"
"922",1054,"151",1,3,"a","Rüsselsheim","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",457747.830913463,5538219.04087895,"detected"
